Aal;213,0;893,0;66,2;16,0;0,0;0,0;16,8;4,0;11,5;1,0;220,0;0,0
Cranberries, vers;24,0;104,0;91,0;0,5;4,0;3,5;0,0;0,0;0,0;0,0;0,0;3,5
Cranberrysap, ongezoet (fles);62,0;263,0;84,5;0,0;15,5;15,0;0,0;0,0;0,0;0,0;0,0;0,0
Cream cheese;354,0;1484,0;53,3;7,5;2,8;0,0;35,4;22,1;7,0;1,5;110,0;0,0
Crème fraiche;336,0;1408,0;58,5;2,5;2,0;0,5;36,0;21,0;8,0;1,0;100,0;0,0
Crème fraiche, halfvol;162,0;680,0;76,6;3,0;4,4;4,4;15,0;8,5;3,5;0,5;50,0;0,0
Croissant;478,0;2003,0;10,9;9,2;50,3;2,7;26,3;18,0;6,3;0,8;73,0;2,3
Currysaus;131,0;551,0;66,9;1,8;30,0;30,0;0,3;0,1;0,1;0,0;1,0;0,0
Custard met melk;117,0;491,0;75,5;3,7;15,2;10,5;4,6;0,0;0,0;0,0;16,0;0,0
Custardpoeder;345,0;1448,0;13,9;0,0;85,0;5,0;0,1;0,0;0,0;0,0;0,0;0,0
Dadel, geconfijt;286,0;1199,0;24,2;1,8;65,0;63,5;0,0;0,0;0,0;0,0;0,0;8,0
Dadels, vers;152,0;638,0;58,8;2,2;33,0;29,0;0,0;0,0;0,0;0,0;0,0;5,0
Dagoeblad;35,0;150,0;89,5;3,5;4,8;0,0;0,0;0,0;0,0;0,0;0,0;1,2
Danish blue;377,0;1581,0;46,0;19,0;0,0;0,0;34,0;21,5;9,0;1,2;90,0;0,0
Dieetolie;883,0;3700,0;0,0;0,0;0,0;0,0;100,0;12,0;21,0;66,0;0,0;0,0
Donut, gevuld gem.;372,0;1560,0;35,5;7,0;31,0;10,0;24,5;7,0;8,0;7,5;25,0;1,0
Donut, ongevuld gem.;440,0;1845,0;18,5;4,5;50,0;15,0;24,5;6,5;8,5;7,5;40,0;1,5
Donut, ongevuld gesuikerd gem;416,0;1744,0;21,5;5,5;48,5;18,0;22,0;6,5;7,1;6,5;30,0;1,5
Doperwten, bereid;86,0;363,0;75,0;5,0;14,0;1,0;0,0;0,0;0,0;0,0;0,0;5,0
Doperwten, blik;88,0;372,0;75,5;6,5;10,8;1,5;1,0;0,5;0,0;0,0;0,0;5,2
Doperwten, vers;64,0;269,0;80,4;4,5;8,9;1,8;0,0;0,0;0,0;0,0;0,0;5,2
Dressing, gemiddeld;372,0;1559,0;51,2;0,7;9,6;6,1;37,4;3,6;14,0;19,0;2,0;0,1
Dressing, zonder olie;49,0;207,0;86,7;0,1;12,0;10,5;0,0;0,0;0,0;0,0;0,0;0,2
Drop, dubbelzout;332,0;1394,0;17,0;10,0;72,0;35,0;0,0;0,0;0,0;0,0;0,0;0,0
Drop, Engelse;383,0;1602,0;8,6;3,1;81,0;64,0;5,2;4,0;0,7;0,3;0,0;1,1
Drop, zoete;349,0;1462,0;13,0;11,0;75,0;74,0;0,0;0,0;0,0;0,0;0,0;0,0
Drop, zoute;341,0;1428,0;15,0;10,0;74,0;73,0;0,0;0,0;0,0;0,0;0,0;0,0
Druiven, blauw;53,0;224,0;85,2;0,9;11,5;11,0;0,1;0,0;0,0;0,0;0,0;1,3
Druiven, wit;57,0;242,0;84,5;0,5;13,5;13,3;0,0;0,0;0,0;0,0;0,0;0,5
Druivenpitolie;879,0;3681,0;0,0;0,0;0,0;0,0;99,5;11,7;16,7;67,4;0,0;0,0
Druivensap;69,0;290,0;81,9;0,2;16,9;16,5;0,0;0,0;0,0;0,0;0,0;0,0
Duif;287,0;1202,0;56,5;18,5;0,0;0,0;24,0;8,5;10,0;3,5;100,0;0,0
Edammer, kaas 30+;250,0;1048,0;52,4;26,4;0,0;0,0;16,2;10,7;4,5;0,5;45,0;0,0
Edammer, kaas 40+;313,0;1310,0;45,5;26,1;0,0;0,0;23,4;15,5;6,0;0,7;71,0;0,0
Eekhoorntjesbrood;20,0;84,0;93,4;2,5;0,0;0,0;0,6;0,0;0,0;0,0;0,0;2,5
Eend, rauw (gemiddeld);333,0;1395,0;52,9;18,1;0,0;0,0;29,0;8,0;14,7;4,3;80,0;0,0
Ei, eidooier;348,0;1455,0;50,8;16,2;0,0;0,0;32,0;8,0;12,2;5,5;1350,0;0,0
Ei, eiwit;49,0;208,0;87,0;11,1;0,7;0,0;0,2;0,0;0,0;0,0;0,0;0,0
Ei, heelei rauw;144,0;602,0;75,4;12,5;1,1;0,2;10,0;2,5;3,0;1,8;350,0;0,0
Ei, heelei, gebakken;235,0;986,0;64,5;13,5;1,0;0,0;20,0;7,5;6,2;3,9;300,0;0,0
Ei, heelei, gekookt;158,0;663,0;73,4;12,9;1,5;0,1;11,2;3,5;5,0;1,5;320,0;0,0
Ei, omelet;144,0;607,0;76,3;9,4;2,2;0,0;11,1;4,4;3,2;1,1;380,0;0,0
Eierkoek;327,0;1370,0;22,0;7,5;65,0;28,0;3,5;1,0;1,0;1,0;150,0;1,0
Eiersalade;239,0;1003,0;63,0;8,0;7,0;6,9;20,0;2,5;9,5;6,0;150,0;1,0
Eipoeder;570,0;2387,0;8,0;46,0;3,0;3,0;42,0;10,5;16,0;7,5;1640,0;0,0
Emmenthaler, kaas 45+;379,0;1587,0;37,6;28,7;0,0;0,0;29,7;19,2;0,0;0,0;92,0;0,0
Energiedrank, gemiddeld;81,0;340,0;79,0;0,0;20,0;3,2;0,0;0,0;0,0;0,0;0,0;0,0
Energiereep, gem.;419,0;1755,0;7,8;4,9;72,0;39,0;11,5;4,0;4,6;2,6;0,0;2,8
Entrecôte, kalf;180,0;757,0;66,8;21,5;0,2;0,0;10,5;4,9;4,0;0,4;70,0;0,0
Entrecôte, kalf bereid;199,0;837,0;61,5;26,5;1,0;0,0;10,0;3,8;3,5;0,7;75,0;0,0
Entrecôte, rund;146,0;613,0;70,0;22,8;0,2;0,0;6,0;2,9;2,6;0,2;62,0;0,0
Entrecôte, runder bereid;199,0;836,0;61,8;26,0;1,0;0,0;10,2;4,0;3,7;0,9;80,0;0,0
Erwten, gedroogd, groene, split;326,0;1366,0;9,9;22,5;45,0;4,5;1,6;0,0;0,0;1,2;0,0;20,0
Erwten, groen, gekookt;106,0;445,0;71,1;6,6;16,5;0,0;0,5;0,0;0,0;0,0;0,0;4,3
Escargots;80,0;336,0;80,4;16,0;1,6;0,0;1,0;0,0;0,0;0,0;0,0;0,0
Falafel;275,0;1152,0;40,9;9,1;27,0;0,0;12,5;3,6;6,1;2,7;0,0;9,5
Fazant;229,0;962,0;56,5;30,5;0,0;0,0;12,0;4,5;4,5;1,5;85,0;0,0
Fètakaas, geitenkaas;252,0;1057,0;62,1;14,2;1,2;0,0;21,5;15,0;0,0;0,8;15,0;0,0
Fijngehakt, vegetarisch;233,0;977,0;50,6;28,0;10,2;1,2;8,5;0,9;2,5;5,1;0,0;1,7
Filet Américain;146,0;613,0;71,6;18,2;1,8;0,0;7,4;1,8;2,0;3,0;46,3;0,0
Filetlap, varken;144,0;604,0;70,4;22,7;0,0;0,0;5,9;2,3;1,0;2,1;66,0;0,0
Filodeeg;299,0;1250,0;32,0;7,5;53,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0
Forel, bereid;132,0;553,0;72,1;22,1;0,0;0,0;4,8;1,2;1,6;1,7;66,0;0,0
Forel, onbereid;126,0;526,0;76,0;18,4;0,0;0,0;5,8;0,9;1,0;3,3;56,0;0,0
Framboos;48,0;201,0;85,6;1,2;7,5;5,2;0,5;0,1;0,1;0,3;0,0;4,2
Frankfurterworst;305,0;1280,0;57,8;11,5;0,7;0,1;29,0;10,7;12,4;3,4;50,0;0,0
Fricandeau, kalf;104,0;439,0;74,7;23,0;0,0;0,0;1,3;0,5;0,4;0,1;45,0;0,0
Fricandeau, varken;124,0;522,0;72,4;23,0;0,1;0,0;3,5;1,3;1,3;0,3;50,0;0,0
Fricandeau, varken bereid;152,0;637,0;64,9;31,2;0,0;0,0;2,9;1,0;1,1;0,5;40,6;0,0
Fricandeau, varken gebraden;128,0;538,0;71,8;21,0;2,4;2,4;3,8;1,8;1,4;0,4;40,0;0,0
Fricandel, gefrituurd;315,0;1321,0;49,5;16,0;9,5;0,0;24,0;10,0;2,0;11,0;60,0;0,0
Frisdrank, algemeen;42,0;178,0;88,5;0,0;10,5;10,5;0,0;0,0;0,0;0,0;0,0;0,0
Frisdrank, light;0,0;0,0;99,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Frites, bereid, ongezouten;287,0;1205,0;43,3;4,2;33,5;0,0;14,5;5,5;0,0;0,0;1,0;3,5
Frites, oven;307,0;1288,0;34,0;5,5;46,0;0,0;10,5;4,0;0,0;0,0;1,0;3,0
Frites, sticks;515,0;2160,0;5,0;6,5;48,5;0,0;31,5;6,0;0,0;0,0;0,0;7,5
Frites, voorgebakken;142,0;594,0;66,1;3,0;23,5;1,5;4,0;2,0;1,0;0,4;0,0;3,0
Fritessaus, 25 % olie;282,0;1183,0;60,0;1,0;12,0;1,2;26,0;3,5;0,0;0,0;20,0;0,0
Fritessaus, 35 % olie;370,0;1553,0;50,0;1,0;12,0;1,2;36,0;4,5;0,0;0,0;25,0;0,0
Frituurvet, plantaardig;884,0;3700,0;0,0;0,0;0,0;0,0;100,0;14,0;29,9;56,2;0,0;0,0
Frituurvet, vast;884,0;3700,0;0,0;0,0;0,0;0,0;100,0;40,0;52,0;8,0;0,0;0,0
Fromage frais 50+;265,0;1108,0;60,5;13,5;0,5;0,0;23,5;0,0;0,0;0,0;77,0;0,0
Fromage frais 60+;326,0;1366,0;54,7;11,3;0,5;0,0;31,5;0,0;0,0;0,0;98,0;0,0
Gamba;97,0;407,0;75,8;20,5;0,2;0,0;1,5;0,0;0,0;0,0;0,0;0,0
Gans;340,0;1422,0;50,8;15,7;0,5;0,0;31,0;12,7;12,0;4,5;75,0;0,0
Gans, bereid;278,0;1168,0;51,2;30,0;0,0;0,0;17,8;7,4;7,0;2,6;75,0;0,0
Garnaal, Hollandse;90,0;380,0;79,0;18,0;0,0;0,0;2,0;0,5;0,4;0,7;240,0;0,0
Garnaal, Noordzee, onbereid;91,0;384,0;78,6;18,5;0,0;0,0;1,9;0,5;0,4;0,7;235,0;0,0
Gebraden gehakt;302,0;1265,0;56,1;14,5;1,6;0,0;26,8;10,6;13,5;2,0;45,3;0,0
Gecondenseerde melk;131,0;550,0;74,5;6,5;9,5;0,0;7,5;5,0;0,0;0,0;25,0;0,0
Gehakt, gevogelte;136,0;568,0;70,0;20,2;0,0;0,0;6,1;1,8;2,7;1,6;100,0;0,0
Gehakt, half om half;252,0;1059,0;60,9;17,5;0,0;0,0;20,6;8,2;10,5;1,0;62,9;0,0
Gehakt, kalf;148,0;620,0;72,0;19,0;0,0;0,0;8,0;4,3;2,6;1,1;70,0;0,0
Gehakt, lam;192,0;805,0;66,8;19,3;0,0;0,0;12,9;5,8;4,6;0,5;77,0;0,0
Gehakt, rund;209,0;878,0;64,5;19,1;0,8;0,0;14,6;7,4;6,5;0,5;67,8;0,0
Gehakt, varken;208,0;872,0;65,2;18,8;2,0;2,0;14,0;5,5;7,3;1,0;63,8;0,0
Gehaktbal, bereid;372,0;1560,0;42,5;15,0;11,5;0,0;30,0;10,0;14,0;6,0;80,0;0,0
Geitenkaas, halfzacht;264,0;1105,0;58,3;14,2;4,0;0,0;21,5;11,5;4,9;0,7;90,0;0,0
Geitenkaas, hard;400,0;1674,0;40,8;24,5;0,2;0,2;33,5;22,3;6,6;1,3;99,0;0,0
Geitenkaas, zacht;205,0;862,0;68,6;12,0;1,1;1,1;17,3;11,1;4,6;0,6;50,0;0,0
Geitenmelk;64,0;269,0;88,0;3,8;4,5;4,5;3,8;2,5;1,0;0,2;11,0;0,0
Geitenvlees;150,0;631,0;71,4;19,5;0,0;0,0;8,1;2,2;3,2;0,7;60,0;0,0
Gekookte worst;320,0;1343,0;54,2;13,2;2,5;0,0;29,1;10,2;16,1;2,5;57,6;0,0
Gelatine;366,0;1533,0;8,9;90,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0
Gelatinepudding;60,0;251,0;84,0;1,5;13,5;12,5;0,0;0,0;0,0;0,0;0,0;0,0
Gember op siroop;289,0;1212,0;26,2;0,0;70,0;68,0;0,0;0,0;0,0;0,0;0,0;2,8
Gemberwortel;62,0;262,0;84,1;1,2;11,5;0,0;1,0;0,0;0,0;0,7;0,0;1,2
Gerst;333,0;1396,0;11,4;11,0;59,5;1,5;2,1;0,4;0,2;1,0;0,0;15,0
Gerstemeel;301,0;1263,0;26,0;11,0;58,0;1,5;2,0;0,4;0,2;0,8;0,0;2,0
Gerstvlokken;386,0;1617,0;0,9;9,1;77,0;1,5;2,0;0,4;0,2;1,0;0,0;10,0
Gevulde koek;461,0;1932,0;10,5;5,5;58,0;25,0;22,5;10,0;5,5;3,6;45,0;2,5
Gevulde speculaas;473,0;1982,0;12,0;7,5;50,0;30,0;26,5;6,0;13,0;6,0;50,0;3,0
Gierst;327,0;1370,0;21,3;10,6;60,0;0,0;3,9;0,0;1,0;2,0;0,0;3,2
Gierst, bereid;102,0;428,0;74,7;3,5;18,6;0,0;1,2;0,3;0,3;0,5;0,0;1,0
Gin, 37 % v/v;210,0;882,0;69,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Ginger ale;15,0;64,0;96,2;0,0;3,8;3,8;0,0;0,0;0,0;0,0;0,0;0,0
Gist, Bakker's;88,0;372,0;74,0;16,5;1,0;0,0;0,5;0,1;0,3;0,0;0,0;7,0
Gist, gedroogd;406,0;1700,0;0,0;47,9;34,5;34,5;4,2;0,5;2,4;0,0;0,0;18,0
Gistextract;236,0;989,0;39,8;42,0;14,0;12,0;0,4;0,1;0,2;0,0;0,0;2,8
Gorgonzola;354,0;1484,0;48,4;19,4;0,0;0,0;31,2;20,5;7,0;1,0;90,0;0,0
Goudse kaas 48+;390,0;1636,0;41,0;25,5;0,0;0,0;32,5;20,0;10,5;1,0;115,0;0,0
Goulash, bereid;118,0;497,0;78,8;9,8;1,7;1,2;8,0;3,0;1,8;1,3;32,0;0,7
Granaatappel;85,0;360,0;77,3;1,0;17,5;12,0;0,7;0,2;0,1;0,2;0,0;2,5
Granaatappelsap;45,0;189,0;87,7;0,2;10,5;10,5;0,1;0,0;0,0;0,0;0,0;0,5
Grapefruit;45,0;191,0;87,2;0,6;9,5;7,5;0,2;0,0;0,0;0,0;0,0;1,5
Grapefruitsap, gezoet;48,0;205,0;86,9;0,5;11,3;10,4;0,1;0,0;0,0;0,0;0,0;0,2
Grapefruitsap, vers;37,0;158,0;89,7;0,5;8,5;7,2;0,1;0,0;0,0;0,0;0,0;0,2
Griesmeel;343,0;1437,0;12,6;10,3;70,0;3,0;0,8;0,1;0,1;0,4;0,0;5,3
Griesmeelpap;103,0;434,0;77,0;4,0;15,0;7,5;3,0;1,7;0,7;0,2;7,0;0,0
Groene kool, bereid;30,0;127,0;91,2;1,2;2,8;0,0;1,0;0,2;0,1;0,5;0,0;2,8
Groene kool, rauw;46,0;194,0;86,4;4,3;3,2;1,2;0,9;0,0;0,0;0,7;0,0;4,2
Groenteburger, vegetarisch;139,0;586,0;70,0;9,0;11,0;4,0;6,0;0,7;1,7;3,6;0,0;3,0
Groentespread, komkommer;160,0;674,0;72,4;1,4;13,8;13,5;11,2;1,6;2,3;6,3;0,0;0,2
Groentespread, naturel;205,0;862,0;63,3;2,6;13,8;4,5;14,8;5,4;6,5;1,3;0,0;4,5
Gruyère kaas;411,0;1721,0;35,0;29,5;1,0;1,0;32,5;21,0;8,5;2,0;110,0;0,0
Guave;46,0;195,0;85,8;0,9;7,5;6,0;0,5;0,0;0,0;0,0;0,0;4,3
Haaienolie;879,0;3682,0;0,0;0,0;0,0;0,0;99,5;38,2;22,0;28,3;0,0;0,0
Haas, wild;114,0;481,0;74,2;21,8;0,0;0,0;3,0;1,3;0,7;1,0;65,0;0,0
Haaskarbonade;150,0;632,0;69,7;22,6;0,0;0,0;6,7;2,6;2,7;1,0;62,0;0,0
Haaskarbonade, bereid;212,0;889,0;59,6;28,0;0,4;0,0;11,0;4,0;4,1;1,2;40,0;0,0
Hacheevlees, bereid;413,0;1729,0;37,5;25,0;0,5;0,5;35,0;10,0;15,0;0,0;55,0;0,0
Halskarbonade;195,0;818,0;66,4;19,4;0,0;0,0;13,2;5,2;5,2;1,6;65,0;0,0
Halskarbonade, bereid;275,0;1152,0;53,0;27,5;0,0;0,0;18,5;6,7;7,0;2,1;40,0;0,0
Halvarine, 25 % vet;255,0;1069,0;65,5;2,5;6,0;0,0;25,0;5,9;11,7;5,6;0,0;0,0
Halvarine, 40 % vet;361,0;1514,0;57,0;1,5;0,5;0,0;40,0;12,0;12,8;14,0;4,5;0,0
Ham, rauwe;201,0;845,0;64,0;21,5;1,0;1,0;12,5;4,4;5,8;0,8;85,0;0,0
Hamburger, bereid;272,0;1139,0;55,5;21,0;2,5;0,0;20,0;8,8;7,8;1,0;60,0;0,0
Hamburger, rauw;229,0;962,0;61,2;18,0;3,8;0,0;16,0;7,0;6,3;0,7;75,0;0,0
Hamburger, vegetarisch;168,0;707,0;65,5;16,0;7,0;2,6;8,0;0,9;1,6;5,5;0,0;2,5
Hamlappen;129,0;542,0;73,0;21,0;0,0;0,0;5,0;1,6;1,5;0,5;60,0;0,0
Hangop;78,0;326,0;82,9;9,1;4,3;2,8;2,7;1,5;0,1;0,0;3,8;0,0
Haricots verts, onbereid;44,0;186,0;86,4;2,4;6,1;2,8;0,3;0,1;0,0;0,1;0,0;3,8
Haring;216,0;906,0;64,0;18,0;0,5;0,0;16,0;5,0;3,0;6,0;80,0;0,0
Haring in tomatensaus;164,0;687,0;70,9;14,8;2,8;0,5;10,5;2,7;4,0;2,7;90,0;0,0
Haring, gerookt;236,0;989,0;60,3;22,1;0,0;0,0;16,6;4,0;8,1;3,1;72,0;0,0
Haring, gezouten;183,0;767,0;68,0;18,0;1,0;0,0;12,0;3,0;2,0;5,0;72,0;0,0
Haring, in zuur, glas;208,0;872,0;66,5;16,0;0,5;0,0;16,0;4,4;9,4;1,0;90,0;0,0
Haring, maatjes;165,0;695,0;67,0;19,0;0,8;0,0;9,7;2,4;4,8;1,6;60,0;0,0
Hart, varken;100,0;419,0;77,5;17,0;0,0;0,0;3,5;0,0;0,0;0,0;150,0;0,0
Hausmacherleverworst;267,0;1119,0;57,6;15,4;5,2;1,1;20,8;6,3;11,7;2,5;175,0;0,0
Haver;374,0;1567,0;12,2;12,6;61,5;1,2;7,1;0,0;0,0;0,0;0,0;5,6
Haverkoek;353,0;1478,0;22,4;8,3;55,0;19,5;10,2;1,8;3,7;3,8;40,0;3,1
Havermeel;390,0;1633,0;7,4;14,9;62,0;4,5;7,2;1,0;3,0;3,0;0,0;7,5
Havermout;380,0;1595,0;9,4;13,1;62,0;4,5;7,0;1,0;3,0;3,0;0,0;7,5
Havermoutpap;76,0;322,0;82,4;3,5;9,5;5,4;2,5;1,4;0,7;0,2;0,0;1,1
Havervlokken;381,0;1596,0;9,8;13,5;62,0;1,0;7,0;0,0;0,0;0,0;0,0;6,7
Hazelnootolie;883,0;3700,0;0,0;0,0;0,0;0,0;100,0;7,8;76,5;11,2;0,0;0,0
Hazelnoten;667,0;2794,0;4,2;14,2;10,6;8,5;62,5;4,2;52,5;5,0;0,0;7,5
Heek;78,0;327,0;80,8;17,3;0,0;0,0;0,9;0,2;0,2;0,4;20,0;0,0
Heilbot, witte;105,0;441,0;76,0;20,5;0,0;0,0;2,5;0,4;0,6;1,0;38,0;0,0
Hennepzaad;600,0;2510,0;8,2;33,2;5,2;0,1;47,5;4,1;6,0;36,5;0,0;4,9
Hersenen, varken;122,0;513,0;79,4;10,6;0,0;0,0;9,0;1,6;1,3;1,0;2500,0;0,0
Hert;114,0;478,0;75,0;20,5;0,0;0,0;3,5;1,6;1,2;0,7;80,0;0,0
Hollandaisesaus;98,0;411,0;84,0;1,8;5,4;0,0;7,8;4,6;1,6;0,4;20,0;0,0
Honing;308,0;1290,0;23,1;0,4;75,5;75,1;0,0;0,0;0,0;0,0;0,0;0,0
Hoofdkaas;193,0;811,0;64,8;22,5;0,2;0,0;11,5;3,5;5,2;1,8;80,0;0,0
Hotdog;251,0;1055,0;50,3;10,2;27,0;0,0;11,4;0,0;0,0;0,0;0,0;0,1
Hummus, biologisch;242,0;1016,0;55,9;6,1;10,5;0,0;18,0;2,1;7,5;0,0;6,8;8,5
Hüttenkase (cottage)             ;98,0;411,0;78,9;12,3;2,5;2,5;4,3;2,5;1,0;0,0;0,0;0,0
Huzarensalade;170,0;715,0;68,5;6,0;12,5;2,5;10,5;1,3;3,7;4,5;90,0;1,5
IJs, gemiddeld;196,0;822,0;63,3;3,9;21,0;20,0;10,8;7,5;3,0;0,1;10,0;0,0
IJs, roomijs, gemiddeld;257,0;1077,0;55,0;3,9;23,5;20,0;16,5;9,8;4,5;0,4;20,0;0,1
IJs, water gem.;96,0;405,0;75,2;0,1;23,5;22,3;0,1;0,0;0,0;0,0;0,0;0,1
IJsbergsla;11,0;48,0;95,7;1,2;0,9;0,0;0,1;0,0;0,0;0,0;0,0;1,1
Inktvis;80,0;338,0;81,1;16,2;0,0;0,0;1,7;0,8;0,7;0,1;250,0;0,0
Inktvis, bereid;147,0;618,0;68,5;24,5;1,0;0,0;5,0;1,5;0,5;0,5;200,0;0,0
Inktvisringen, gefrituurd;429,0;1800,0;29,7;25,0;13,2;0,0;31,1;3,6;7,8;18,3;140,0;0,0
Jacobsschelpen;72,0;304,0;81,2;15,5;2,2;0,0;0,1;0,0;0,0;0,0;30,0;0,0
Jägermeister, 34 % v/v;299,0;1250,0;50,0;0,0;15,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0
Jam, aardbei, huishoud;247,0;1038,0;37,1;0,4;60,0;59,0;0,0;0,0;0,0;0,0;0,0;1,5
Jam, halva;135,0;569,0;65,0;0,0;33,0;32,0;0,0;0,0;0,0;0,0;0,0;1,0
Jenever, bessen 16 % v/v;184,0;770,0;65,0;0,0;18,0;18,0;0,0;0,0;0,0;0,0;0,0;0,0
Jenever, citroen 30 % v/v;160,0;668,0;74,0;0,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0
Jenever, jong, 28 % v/v;196,0;820,0;72,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Jenever, oud, 28 % v/v;200,0;837,0;71,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0
Jus d'orange;47,0;198,0;87,5;0,7;10,5;10,5;0,2;0,0;0,0;0,0;0,0;0,1
Kaas 10+;193,0;810,0;59,0;33,5;0,0;0,0;6,5;4,1;1,4;0,2;30,0;0,0
Kaas 20+;235,0;988,0;55,0;32,0;0,0;0,0;12,0;8,0;3,5;0,5;40,0;0,0
Kaas 30+;253,0;1061,0;56,0;26,5;0,0;0,0;16,5;10,0;5,5;0,5;50,0;0,0
Kaas 40+;317,0;1330,0;48,5;26,9;0,0;0,0;23,6;14,9;5,4;0,6;83,0;0,0
Kaas 45+;364,0;1525,0;44,0;25,5;0,0;0,0;29,5;20,0;7,5;1,0;115,0;0,0
Kaas 48+;382,0;1601,0;41,5;24,5;0,0;0,0;32,0;20,0;10,0;1,0;110,0;0,0
Kaas, strooi;217,0;909,0;55,5;35,0;0,0;0,0;8,5;5,5;2,2;0,1;26,0;0,0
Kaasburger, vegetarisch;258,0;1083,0;50,6;15,2;15,8;2,0;14,4;5,3;7,3;1,8;17,0;3,0
Kaassoufflé, gefrituurd;403,0;1689,0;31,6;7,6;32,6;4,5;27,2;8,5;10,0;6,5;20,0;0,0
Kaasspread/dip;315,0;1321,0;48,3;18,2;9,5;0,0;23,0;14,8;0,0;0,7;60,0;0,0
Kabeljauw, onbereid;72,0;304,0;81,9;16,4;0,0;0,0;0,7;0,1;0,1;0,4;52,0;0,0
Kabeljauwfilet, bereid;118,0;495,0;73,4;22,0;0,6;0,0;3,0;0,7;0,4;0,6;70,0;0,0
Kaki;78,0;327,0;79,5;0,5;18,5;18,3;0,0;0,0;0,0;0,0;0,0;0,5
